rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,record_type,member_level,nid,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,stats_proportion_of_isr,aliases,subjects_offered,disabled
1670,167,University of Cape Town,60.9,1670,38.7,344,47,168,88.3,149,78.2,287,82.9,211,master_account,11,567,South Africa,"21,961",13.6,13%,54:46:00,18%,University of Cape Town UCT,"Communication & Media Studies,Economics & Econometrics,Law,General Engineering,Art, Performing Arts & Design,Accounting & Finance,Architecture,Mechanical & Aerospace Engineering,Biological Sciences,History, Philosophy & Theology,Business & Management,Sport Science,Chemistry,Physics & Astronomy,Sociology,Archaeology,Psychology,Medicine & Dentistry,Other Health,Computer Science,Education,Languages, Literature & Linguistics,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Geography,Mathematics & Statistics,Civil Engineering,Politics & International Studies (incl Development Studies)",FALSE
1680,168,Université Catholique de Louvain,60.8,1680,39.5,322,49.4,146,83.1,259,92,145,83.1,207,master_account,0,633,Belgium,"25,409",37.3,20%,54:46:00,27%,Université Catholique de Louvain,"Other Health,Mathematics & Statistics,Geography,Mechanical & Aerospace Engineering,Agriculture & Forestry,Law,Archaeology,Sport Science,Business & Management,General Engineering,Biological Sciences,Art, Performing Arts & Design,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Civil Engineering,Communication & Media Studies,Economics & Econometrics,History, Philosophy & Theology,Chemical Engineering,Sociology,Computer Science,Chemistry,Psychology,Electrical & Electronic Engineering,Veterinary Science,Accounting & Finance,Architecture,Physics & Astronomy,Education",FALSE
1690,168,Eindhoven University of Technology,60.8,1690,47.4,168,51.5,129,71.3,529,100,7,87.3,162,master_account,0,579,Netherlands,"10,611",21.4,27%,,46%,Eindhoven University of Technology,"Art, Performing Arts & Design,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Civil Engineering,Mechanical & Aerospace Engineering,Archaeology,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Architecture,Chemistry,History, Philosophy & Theology,Physics & Astronomy,General Engineering,Mathematics & Statistics,Computer Science",FALSE
1700,168,Harbin Institute of Technology,60.8,1700,58.8,83,55.1,110,70.9,540,91.2,154,33.9,1362,master_account,0,827,China,"30,933",10.6,6%,,44%,Harbin Institute of Technology,"Mathematics & Statistics,Computer Science,Geology, Environmental, Earth & Marine Sciences,Chemistry,Civil Engineering,Business & Management,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Physics & Astronomy,Economics & Econometrics,Chemical Engineering,Electrical & Electronic Engineering,Law,Biological Sciences,Accounting & Finance,General Engineering",FALSE
1710,168,University of Liverpool,60.8,1710,38.4,350,40.2,247,93.4,67,64.9,550,96.4,27,master_account,11,646,United Kingdom,"25,955",14.2,32%,54:46:00,24%,University of Liverpool,"General Engineering,Medicine & Dentistry,Mechanical & Aerospace Engineering,Chemistry,Sociology,Economics & Econometrics,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Computer Science,Physics & Astronomy,Politics & International Studies (incl Development Studies),Veterinary Science,History, Philosophy & Theology,Civil Engineering,Accounting & Finance,Communication & Media Studies,Law,Other Health,Archaeology,Mathematics & Statistics,Business & Management,Psychology,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Geography,Architecture",FALSE
1720,168,Newcastle University,60.8,1720,37.2,387,41.1,234,93.8,61,72.1,385,91.3,113,master_account,11,610,United Kingdom,"25,650",14.8,26%,53:47:00,22%,Newcastle University,"Computer Science,Physics & Astronomy,Business & Management,Architecture,Other Health,Mathematics & Statistics,Psychology,Medicine & Dentistry,Mechanical & Aerospace Engineering,Communication & Media Studies,Accounting & Finance,History, Philosophy & Theology,Sport Science,Education,Archaeology,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Agriculture & Forestry,Geography,Economics & Econometrics,Biological Sciences,Law,Art, Performing Arts & Design,Chemical Engineering,Sociology,Veterinary Science,General Engineering,Chemistry,Politics & International Studies (incl Development Studies),Civil Engineering",FALSE
1730,168,Scuola Normale Superiore di Pisa,60.8,1730,60.1,73,42.6,217,82.9,262,34.9,1095,59.3,598,master_account,0,1019,Italy,614,7.4,11%,29 : 71,43%,Scuola Normale Superiore di Pisa,"History, Philosophy & Theology,Archaeology,Physics & Astronomy,Mathematics & Statistics,Computer Science,Sociology,Politics & International Studies (incl Development Studies),Biological Sciences,Chemistry,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics",FALSE
1740,174,Durham University,60.6,1740,43.5,230,44.5,194,83.5,245,65.6,534,95.8,32,master_account,0,547,United Kingdom,"19,575",14,32%,54:46:00,38%,Durham University united kingdom UK  England,"Civil Engineering,Sociology,Communication & Media Studies,Art, Performing Arts & Design,Archaeology,Mechanical & Aerospace Engineering,Geography,Physics & Astronomy,Economics & Econometrics,Education,History, Philosophy & Theology,General Engineering,Business & Management,Sport Science,Languages, Literature & Linguistics,Chemical Engineering,Mathematics & Statistics,Law,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Accounting & Finance,Psychology,Other Health,Chemistry,Computer Science,Biological Sciences,Politics & International Studies (incl Development Studies)",FALSE
1750,175,Osaka University,60.4,1750,62.5,67,65.7,65,50.5,1010,100,20,51,775,master_account,0,583,Japan,"22,274",10.4,10%,32 : 68,29%,Osaka University Handai OU,"Archaeology,Mathematics & Statistics,General Engineering,Communication & Media Studies,Education,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Architecture,Physics & Astronomy,Economics & Econometrics,Computer Science,Biological Sciences,Business & Management,History, Philosophy & Theology,Chemistry,Accounting & Finance,Other Health,Sport Science,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Sociology,Medicine & Dentistry,Chemical Engineering,Geography,Languages, Literature & Linguistics,Civil Engineering,Law,Psychology",FALSE
1760,175,University of Würzburg,60.4,1760,40.3,301,43.4,206,90.8,111,99.6,58,63.2,515,master_account,0,691,Germany,"23,637",38.3,12%,59:41:00,26%,University of Würzburg,"Communication & Media Studies,Mathematics & Statistics,Mechanical & Aerospace Engineering,Archaeology,Business & Management,Accounting & Finance,Economics & Econometrics,Biological Sciences,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Other Health,Chemistry,History, Philosophy & Theology,Chemical Engineering,Agriculture & Forestry,Geography,Psychology,Veterinary Science,Medicine & Dentistry,Education,Sociology,Sport Science,Computer Science,Languages, Literature & Linguistics,Law",FALSE
1770,177,Beijing Normal University,60.2,1770,57.7,86,45.8,181,77.5,381,67.6,488,52.3,730,master_account,0,623625,China,"26,439",14.4,9%,,40%,Beijing Normal University,"Education,Biological Sciences,Psychology,History, Philosophy & Theology,Physics & Astronomy,Computer Science,Chemistry,Economics & Econometrics,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Archaeology,Mathematics & Statistics,Sport Science,Geography,Art, Performing Arts & Design,Communication & Media Studies,Business & Management,Civil Engineering,Sociology,General Engineering,Law",FALSE
1780,177,University of Exeter,60.2,1780,33.5,519,42.5,221,95.7,40,52.2,765,95.5,39,master_account,0,620,United Kingdom,"27,190",16.6,28%,53:47:00,27%,University of Exeter,"Other Health,Sociology,Medicine & Dentistry,Agriculture & Forestry,Psychology,Languages, Literature & Linguistics,Sport Science,Economics & Econometrics,Civil Engineering,Mathematics & Statistics,Archaeology,Mechanical & Aerospace Engineering,Education,Computer Science,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Law,General Engineering,Communication & Media Studies,Accounting & Finance,Veterinary Science,Physics & Astronomy,Business & Management,Art, Performing Arts & Design,Biological Sciences,Geography",FALSE
1790,177,University of Ottawa,60.2,1790,39.6,320,46.5,174,84.4,226,80.2,261,86.9,170,master_account,11,649,Canada,"38,366",27.2,26%,59:41:00,19%,University of Ottawa,"Other Health,Chemistry,Sociology,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Business & Management,General Engineering,Psychology,Languages, Literature & Linguistics,Education,Civil Engineering,Geography,Chemical Engineering,Biological Sciences,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Electrical & Electronic Engineering,Computer Science,Law,Mathematics & Statistics,Mechanical & Aerospace Engineering,Accounting & Finance,Physics & Astronomy,Economics & Econometrics,History, Philosophy & Theology,Sport Science",FALSE
1800,180,Macquarie University,60.1,1800,36.7,405,44.2,198,87.4,165,90.9,159,88.6,143,master_account,0,703,Australia,"30,371",51.7,22%,,26%,Macquarie University,"General Engineering,Biological Sciences,Sociology,Civil Engineering,Medicine & Dentistry,Economics & Econometrics,Mathematics & Statistics,Other Health,Mechanical & Aerospace Engineering,Communication & Media Studies,Education,Politics & International Studies (incl Development Studies),Physics & Astronomy,Law,Psychology,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Geography,History, Philosophy & Theology,Art, Performing Arts & Design,Accounting & Finance,Architecture,Languages, Literature & Linguistics,Archaeology,Chemistry,Electrical & Electronic Engineering,Sport Science,Computer Science,Business & Management",FALSE
1810,181,Sapienza University of Rome,60,1810,53.5,108,48.1,157,77.9,372,85.4,202,46.5,919,master_account,0,800,Italy,"60,522",22.2,9%,61:39:00,26%,Sapienza University of Rome,"History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Communication & Media Studies,Education,Art, Performing Arts & Design,Chemical Engineering,Law,Computer Science,Physics & Astronomy,Business & Management,Architecture,Electrical & Electronic Engineering,Geography,Medicine & Dentistry,Biological Sciences,Sociology,Mechanical & Aerospace Engineering,Psychology,Other Health,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Mathematics & Statistics,Economics & Econometrics,Archaeology,General Engineering,Chemistry,Accounting & Finance",FALSE
1820,182,Arizona State University (Tempe),59.9,1820,40.9,280,46.2,177,87.5,161,71.5,395,71.7,379,public,11,591,United States,"48,870",19.7,14%,46:54:00,33%,Arizona State University (Tempe),"Archaeology,Architecture,Economics & Econometrics,Computer Science,Chemistry,Mechanical & Aerospace Engineering,Mathematics & Statistics,Electrical & Electronic Engineering,Sociology,Accounting & Finance,Geography,Politics & International Studies (incl Development Studies),Other Health,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Education,History, Philosophy & Theology,Physics & Astronomy,Psychology,Languages, Literature & Linguistics,Communication & Media Studies,Sport Science,General Engineering,Law,Business & Management,Biological Sciences,Chemical Engineering",FALSE
1830,183,University of Geneva,59.8,1830,41.8,265,38,287,86.7,179,80.7,254,97.1,20,master_account,0,594,Switzerland,"18,865",8.4,40%,62:38:00,26%,University of Geneva,"Computer Science,Geography,Chemistry,Biological Sciences,Psychology,Languages, Literature & Linguistics,Physics & Astronomy,Economics & Econometrics,Archaeology,Sociology,History, Philosophy & Theology,Mathematics & Statistics,Law,Sport Science,Geology, Environmental, Earth & Marine Sciences,Business & Management,Other Health,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Education,Communication & Media Studies,Accounting & Finance",FALSE
1840,184,University of Twente,59.7,1840,43.4,235,46,179,75.1,439,99.6,55,93.3,79,master_account,0,664,Netherlands,"9,964",13.9,38%,37 : 63,39%,University of Twente,"Law,Chemical Engineering,Sport Science,Computer Science,Biological Sciences,History, Philosophy & Theology,Sociology,Business & Management,Mathematics & Statistics,Civil Engineering,Psychology,Accounting & Finance,Physics & Astronomy,Economics & Econometrics,Politics & International Studies (incl Development Studies),General Engineering,Mechanical & Aerospace Engineering,Other Health,Geography,Agriculture & Forestry,Electrical & Electronic Engineering,Communication & Media Studies,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Chemistry,Education",FALSE
1850,185,Stockholm University,59.6,1850,32.1,588,49.6,143,91,108,59.2,660,81.2,237,master_account,0,596,Sweden,"29,774",20.3,13%,,31%,Stockholm University,"Biological Sciences,Law,Mathematics & Statistics,Economics & Econometrics,Languages, Literature & Linguistics,Chemistry,Psychology,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Education,Physics & Astronomy,Accounting & Finance,Computer Science,Politics & International Studies (incl Development Studies),Archaeology,Geography,Agriculture & Forestry,Business & Management,Art, Performing Arts & Design,Veterinary Science,Communication & Media Studies,Other Health,Sociology",FALSE
1860,185,Tongji University,59.6,1860,50,136,53.6,120,69.5,570,85.4,204,67.7,438,master_account,0,984,China,"31,632",11.3,15%,41:59:00,41%,Tongji University,"Art, Performing Arts & Design,Electrical & Electronic Engineering,Civil Engineering,Other Health,Agriculture & Forestry,History, Philosophy & Theology,Sport Science,Chemical Engineering,General Engineering,Medicine & Dentistry,Mathematics & Statistics,Sociology,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Geography,Economics & Econometrics,Psychology,Computer Science,Mechanical & Aerospace Engineering,Chemistry,Architecture,Business & Management,Law,Biological Sciences,Physics & Astronomy,Communication & Media Studies,Languages, Literature & Linguistics,Education,Veterinary Science,Accounting & Finance",FALSE
1870,187,Georgetown University,59.5,1870,52.6,114,37,304,85.1,209,92.2,144,53.2,706,private,0,602,United States,"17,508",10.1,18%,55:45:00,14%,Georgetown University,"Agriculture & Forestry,Politics & International Studies (incl Development Studies),Economics & Econometrics,Other Health,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Communication & Media Studies,Accounting & Finance,Mathematics & Statistics,General Engineering,Law,Languages, Literature & Linguistics,Biological Sciences,Education,History, Philosophy & Theology,Sport Science,Psychology,Architecture,Chemistry,Computer Science,Sociology,Medicine & Dentistry,Physics & Astronomy,Business & Management",FALSE
1880,187,University of Mannheim,59.5,1880,36.5,413,45.4,186,90.2,124,93.6,132,63.7,508,master_account,0,131813,Germany,"7,475",57.1,14%,52:48:00,23%,University of Mannheim,"Education,Business & Management,Economics & Econometrics,Accounting & Finance,Politics & International Studies (incl Development Studies),Psychology,Mathematics & Statistics,Law,Communication & Media Studies,History, Philosophy & Theology,Languages, Literature & Linguistics,Computer Science,Sociology",FALSE
1890,189,Chalmers University of Technology,59.4,1890,42.7,246,46.6,172,79.4,333,97.1,95,74.1,349,master_account,0,695,Sweden,"10,103",15.4,17%,32 : 68,45%,Chalmers University of Technology,"Economics & Econometrics,Accounting & Finance,Mechanical & Aerospace Engineering,Chemistry,Civil Engineering,Education,Chemical Engineering,Electrical & Electronic Engineering,Computer Science,Mathematics & Statistics,Other Health,Geology, Environmental, Earth & Marine Sciences,General Engineering,Architecture,Business & Management,Physics & Astronomy,Sport Science,Biological Sciences",FALSE
1900,190,Cardiff University,59.3,1900,35.5,444,39.6,252,91.9,94,70.4,419,92.5,92,master_account,11,671,United Kingdom,"28,815",15,27%,58:42:00,24%,Cardiff University,"Communication & Media Studies,Mathematics & Statistics,Architecture,History, Philosophy & Theology,Economics & Econometrics,Computer Science,Chemistry,Languages, Literature & Linguistics,Biological Sciences,Sociology,Civil Engineering,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Law,Other Health,Archaeology,Business & Management,Education,Electrical & Electronic Engineering,Geography,General Engineering,Chemical Engineering,Politics & International Studies (incl Development Studies),Physics & Astronomy,Mechanical & Aerospace Engineering,Accounting & Finance,Psychology,Art, Performing Arts & Design",FALSE
1910,191,Tokyo Institute of Technology,59.2,1910,59.5,78,63.3,73,49.4,1033,100,28,60.1,582,master_account,0,572,Japan,"9,928",9.6,17%,0.725,45%,Tokyo Institute of Technology,"Physics & Astronomy,Mechanical & Aerospace Engineering,Communication & Media Studies,Computer Science,Chemistry,Architecture,Mathematics & Statistics,Biological Sciences,Civil Engineering,Sociology,Sport Science,General Engineering,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Chemical Engineering,Business & Management",FALSE
1920,191,Tufts University,59.2,1920,51.5,122,35,350,87.5,164,71.7,392,62.8,526,private,0,542,United States,"11,611",10.5,16%,57:43:00,17%,Tufts University,"Computer Science,History, Philosophy & Theology,Architecture,Medicine & Dentistry,Veterinary Science,Civil Engineering,Sociology,Other Health,Biological Sciences,Business & Management,Languages, Literature & Linguistics,Agriculture & Forestry,Mathematics & Statistics,Archaeology,Politics & International Studies (incl Development Studies),Economics & Econometrics,General Engineering,Physics & Astronomy,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Education,Electrical & Electronic Engineering,Chemistry,Psychology,Chemical Engineering,Law,Communication & Media Studies,Geography",FALSE
1930,193,University of Erlangen-Nuremberg,59,1930,42.6,249,48.1,155,79.7,327,100,8,61,563,master_account,6,870,Germany,"29,467",41.9,13%,51:49:00,32%,University of Erlangen-Nuremberg,"Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Communication & Media Studies,Psychology,Languages, Literature & Linguistics,General Engineering,Sociology,Physics & Astronomy,Accounting & Finance,Chemistry,Geography,Archaeology,Other Health,Education,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Sport Science,Chemical Engineering,Economics & Econometrics,Biological Sciences,Business & Management,Art, Performing Arts & Design,History, Philosophy & Theology,Law,Computer Science,Mathematics & Statistics,Mechanical & Aerospace Engineering",FALSE
1940,193,University of Macau,59,1940,38.4,351,38.1,285,90.3,121,61.9,615,93.7,68,master_account,11,1027,Macao,"10,908",18.6,41%,54:46:00,25%,University of Macau,"Sport Science,Law,General Engineering,Geology, Environmental, Earth & Marine Sciences,Other Health,Physics & Astronomy,Biological Sciences,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Sociology,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Psychology,Languages, Literature & Linguistics,Civil Engineering,Communication & Media Studies,Economics & Econometrics,Art, Performing Arts & Design,Mathematics & Statistics,Accounting & Finance,Computer Science,Chemistry,Business & Management,Medicine & Dentistry,Education",FALSE
1950,193,University of Münster,59,1950,43.8,225,47.3,164,83.7,240,81.5,244,53.5,703,master_account,0,756,Germany,"27,529",25.1,5%,,28%,University of Münster,"Physics & Astronomy,Languages, Literature & Linguistics,Chemistry,Business & Management,Archaeology,Communication & Media Studies,Accounting & Finance,Art, Performing Arts & Design,Mathematics & Statistics,Psychology,Other Health,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Biological Sciences,Education,Medicine & Dentistry,Sociology,Computer Science,Geography,Sport Science,Law",FALSE
1960,193,University of St Andrews,59,1960,46,191,42.6,218,77.7,378,63.6,575,95.8,34,master_account,0,549,United Kingdom,"10,325",12.4,46%,58:42:00,32%,University of St Andrews,"Chemistry,Economics & Econometrics,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Sociology,Archaeology,Psychology,Other Health,Geography,Languages, Literature & Linguistics,Computer Science,Biological Sciences,Politics & International Studies (incl Development Studies),Physics & Astronomy,Business & Management,History, Philosophy & Theology,Communication & Media Studies",FALSE
1970,193,Ulm University,59,1970,40.6,292,41.2,233,87.9,156,99.6,56,63,519,master_account,0,687,Germany,"10,301",26.4,13%,51:49:00,24%,Ulm University,"Other Health,Electrical & Electronic Engineering,Computer Science,Chemical Engineering,Psychology,Sport Science,Biological Sciences,Chemistry,Education,Medicine & Dentistry,Mathematics & Statistics,Physics & Astronomy",FALSE
1980,198,Indiana University,58.9,1980,47.3,170,38.4,273,84.9,212,85.8,198,64.7,492,public,0,587,United States,"66,389",12.3,12%,54:46:00,24%,Indiana University,"Mechanical & Aerospace Engineering,Physics & Astronomy,Law,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Chemical Engineering,Sociology,Archaeology,Civil Engineering,Education,General Engineering,Mathematics & Statistics,Communication & Media Studies,Economics & Econometrics,Medicine & Dentistry,Veterinary Science,Geography,History, Philosophy & Theology,Agriculture & Forestry,Architecture,Biological Sciences,Politics & International Studies (incl Development Studies),Accounting & Finance,Other Health,Sport Science,Psychology,Computer Science,Chemistry,Business & Management",FALSE
1990,199,University of Notre Dame,58.7,1990,51.9,118,42.6,215,76.1,415,72.9,372,69.9,410,private,0,553,United States,"12,576",10.9,12%,47:53:00,36%,University of Notre Dame,"Civil Engineering,Psychology,Biological Sciences,Law,Languages, Literature & Linguistics,Mathematics & Statistics,Economics & Econometrics,Mechanical & Aerospace Engineering,Education,Communication & Media Studies,Art, Performing Arts & Design,Physics & Astronomy,Accounting & Finance,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Computer Science,Sociology,Architecture,Chemistry,Business & Management,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Chemical Engineering,General Engineering",FALSE
2000,199,Queensland University of Technology,58.7,2000,33.9,499,42.1,225,89.5,133,85.9,195,82.2,221,master_account,6,758,Australia,"35,164",37.9,14%,54:46:00,28%,Queensland University of Technology qut,"Other Health,Psychology,Art, Performing Arts & Design,Chemical Engineering,Education,Computer Science,Sport Science,Accounting & Finance,Civil Engineering,Law,Physics & Astronomy,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Biological Sciences,Mathematics & Statistics,Languages, Literature & Linguistics,Chemistry,Communication & Media Studies,Business & Management,Mechanical & Aerospace Engineering,Geography,General Engineering,Architecture,Electrical & Electronic Engineering",FALSE
2010,199,Ulsan National Institute of Science and Technology (UNIST),58.7,2010,47.7,163,40.8,238,85,210,94.6,124,46.5,920,master_account,6,623271,South Korea,"3,799",11.8,9%,28 : 72,42%,Ulsan National Institute of Science and Technology (UNIST),"General Engineering,Physics & Astronomy,Biological Sciences,Computer Science,Business & Management,Mathematics & Statistics,Mechanical & Aerospace Engineering,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Chemistry,Civil Engineering,Accounting & Finance,Electrical & Electronic Engineering,Economics & Econometrics",FALSE
